urlid,label
2130,0.340000
3119,0.570000
3251,0.210000
5803,0.820000
9553,0.630000
5937,0.780000
2133,0.310000
693,0.440000
5944,0.910000
2227,0.540000
9915,0.370000
4044,0.400000
6033,0.270000
3270,0.820000
7050,0.370000
6185,0.640000
7984,0.550000
2109,0.960000
2244,0.370000
2481,0.620000
4332,0.810000
6016,0.480000
10162,0.680000
2453,0.620000
6228,0.210000
6166,0.340000
1411,0.580000
254,0.490000
7479,0.630000
1476,0.270000
7801,0.790000
4988,0.350000
4694,0.630000
10194,0.600000
2574,0.880000
8334,0.430000
419,0.420000
8643,0.540000
2548,0.270000
4615,0.560000
8772,0.620000
10463,0.700000
6756,0.630000
1503,0.790000
4095,0.460000
1723,0.780000
8829,0.800000
10085,0.340000
4796,0.170000
9756,0.390000
2158,0.120000
7273,0.540000
3056,0.320000
656,0.490000
3074,0.460000
4661,0.670000
3958,0.350000
4311,0.620000
8375,0.870000
7442,0.500000
3839,0.510000
6179,0.560000
3786,0.550000
8520,0.240000
3664,0.300000
2014,0.620000
8298,0.500000
4220,0.310000
10127,0.760000
6182,0.570000
3206,0.750000
8503,0.690000
5682,0.670000
5699,0.440000
6215,0.890000
1394,0.200000
9582,0.360000
10070,0.820000
4940,0.830000
4193,0.700000
3400,0.430000
4785,0.210000
7460,0.800000
5838,0.400000
2503,0.190000
2730,0.630000
7156,0.390000
5511,0.880000
438,0.680000
2233,0.890000
2016,0.290000
139,0.300000
384,0.230000
2313,0.450000
5145,0.980000
7864,0.320000
1195,0.940000
5365,0.280000
6977,0.330000
10001,0.200000
567,0.230000
9950,0.820000
157,0.080000
6553,0.660000
7337,0.690000
349,0.690000
4874,0.190000
10313,0.760000
8421,0.280000
9469,0.180000
9314,0.790000
3663,0.150000
7216,0.350000
8871,0.170000
5743,0.700000
2072,0.510000
2654,0.430000
5908,0.360000
9863,0.380000
457,0.570000
6965,0.200000
3030,0.270000
7765,0.250000
748,0.170000
6304,0.510000
9606,0.360000
10351,0.290000
406,0.720000
8120,0.200000
8486,0.920000
6998,0.940000
77,0.900000
841,0.280000
7709,0.490000
7404,0.730000
5606,0.480000
965,0.690000
3163,0.240000
10192,0.550000
6163,0.380000
9865,0.440000
9518,0.410000
1267,0.550000
2051,0.890000
2046,0.470000
1464,0.600000
2153,0.280000
6612,0.680000
4971,0.530000
866,0.130000
4124,0.500000
5086,0.430000
4351,0.680000
8101,0.460000
7912,0.490000
2504,0.570000
2837,0.420000
2034,0.570000
4844,0.340000
7780,0.320000
5901,0.340000
3296,0.300000
7299,0.390000
8574,0.590000
7472,0.860000
2276,0.520000
5980,0.390000
3184,0.250000
4359,0.260000
1064,0.260000
9039,0.460000
6376,0.120000
1706,0.780000
7970,0.200000
3540,0.950000
1407,0.380000
4561,0.500000
6691,0.630000
7172,0.440000
1923,0.610000
4407,0.940000
6777,0.520000
2600,0.410000
1936,0.120000
9778,0.600000
2766,0.500000
6668,0.480000
9013,0.300000
4319,0.060000
3263,0.340000
1612,0.700000
5132,0.660000
216,0.840000
7232,0.340000
9373,0.230000
5030,0.570000
10107,0.720000
8309,0.870000
8449,0.870000
6961,0.740000
4954,0.440000
7344,0.520000
8146,0.930000
1132,0.640000
6145,0.470000
1353,0.440000
3624,0.820000
5058,0.550000
9789,0.370000
7290,0.460000
8583,0.320000
1088,0.810000
9210,0.440000
8240,0.370000
3326,0.330000
6315,0.660000
8410,0.610000
4535,0.500000
5991,0.270000
1874,0.340000
1898,0.400000
3557,0.780000
8587,0.750000
4190,0.090000
7261,0.630000
6854,0.330000
9375,0.740000
6317,0.910000
7713,0.740000
7058,0.890000
7628,0.380000
3513,0.330000
7953,0.910000
3445,0.390000
8461,0.280000
2834,0.350000
3414,0.390000
9262,0.810000
9235,0.500000
3146,0.390000
3379,0.550000
1701,0.400000
5527,0.320000
8031,0.830000
4032,0.520000
9782,0.750000
7656,0.320000
2985,0.880000
9334,0.640000
3343,0.200000
4760,0.300000
10311,0.390000
2609,0.560000
5117,0.300000
6724,0.870000
671,0.620000
798,0.480000
2341,0.320000
4262,0.890000
1950,0.560000
799,0.910000
2575,0.860000
660,0.800000
6432,0.740000
3168,0.580000
7435,0.930000
4010,0.560000
2882,0.620000
5930,0.700000
7716,0.440000
4054,0.600000
3148,0.280000
670,0.490000
3519,0.190000
5770,0.560000
8876,0.550000
8357,0.480000
1620,0.510000
8558,0.380000
6786,0.820000
3825,0.350000
5857,0.100000
7685,0.640000
3947,0.880000
6449,0.490000
8636,0.310000
6046,0.720000
3205,0.540000
9435,0.590000
6865,0.340000
281,0.870000
6922,0.630000
3536,0.750000
4555,0.230000
5364,0.730000
2483,0.620000
3524,0.770000
3117,0.710000
1152,0.210000
3912,0.610000
1297,0.880000
2896,0.210000
5804,0.710000
5722,0.630000
189,0.280000
2376,0.570000
4635,0.710000
4801,0.690000
5972,0.530000
2461,0.510000
1168,0.320000
5136,0.430000
7806,0.410000
2559,0.320000
2139,0.570000
10562,0.300000
1497,0.170000
4757,0.530000
1354,0.660000
5896,0.880000
6453,0.740000
1426,0.690000
4271,0.620000
7673,0.360000
7782,0.280000
8181,0.530000
1797,0.550000
8615,0.800000
3097,0.860000
5306,0.420000
9633,0.530000
8700,0.440000
9876,0.660000
8045,0.360000
7750,0.310000
6370,0.180000
7093,0.420000
8018,0.440000
1118,0.630000
4849,0.930000
9627,0.740000
829,0.470000
4164,0.570000
1707,0.790000
6752,0.460000
6236,0.360000
4052,0.400000
5283,0.600000
2856,0.680000
4630,0.820000
9563,0.710000
6576,0.890000
5721,0.290000
4305,0.410000
8972,0.390000
1694,0.940000
3582,0.610000
3913,0.350000
470,0.440000
4195,0.840000
3422,0.370000
9744,0.430000
4206,0.390000
7971,0.410000
141,0.570000
1994,0.840000
1602,0.530000
1031,0.510000
9150,0.430000
8528,0.670000
7545,0.310000
7448,0.180000
1821,0.320000
10075,0.450000
5242,0.430000
822,0.320000
4826,0.750000
910,0.530000
10147,0.490000
2018,0.700000
8916,0.170000
4880,0.670000
184,0.460000
6081,0.460000
4281,0.420000
7418,0.700000
6054,0.270000
7972,0.690000
4894,0.710000
5313,0.550000
5046,0.550000
7183,0.440000
5347,0.440000
5051,0.780000
495,0.660000
5985,0.900000
1227,0.810000
7594,0.370000
6178,0.570000
9344,0.900000
3681,0.770000
2805,0.450000
8237,0.080000
5139,0.650000
2347,0.660000
1978,0.560000
7824,0.370000
873,0.490000
2569,0.460000
4704,0.600000
6974,0.530000
4454,0.340000
35,0.200000
8231,0.490000
9280,0.440000
6567,0.220000
2088,0.590000
925,0.740000
9958,0.190000
5234,0.350000
7623,0.590000
6074,0.630000
8115,0.350000
10462,0.670000
5008,0.240000
1256,0.660000
5001,0.530000
6885,0.420000
7509,0.370000
6251,0.860000
7250,0.570000
9502,0.700000
267,0.620000
4109,0.480000
819,0.260000
9397,0.560000
3707,0.510000
870,0.830000
10203,0.510000
9241,0.580000
5215,0.210000
982,0.300000
3878,0.170000
1847,0.580000
10457,0.680000
7811,0.350000
6205,0.370000
8311,0.440000
7657,0.480000
8174,0.580000
2119,0.440000
7893,0.510000
7754,0.680000
3684,0.670000
3585,0.480000
300,0.540000
9176,0.680000
5879,0.740000
1457,0.820000
5040,0.470000
1862,0.460000
9749,0.950000
161,0.730000
6134,0.930000
4995,0.050000
54,0.260000
5125,0.390000
2032,0.360000
8210,0.490000
3816,0.570000
1769,0.810000
6156,0.590000
8667,0.660000
2974,0.150000
3417,0.270000
2835,0.420000
1668,0.770000
10028,0.500000
5619,0.680000
3169,0.630000
9153,0.320000
8746,0.780000
8049,0.470000
10564,0.290000
8691,0.550000
2765,0.600000
52,0.430000
2663,0.490000
3014,0.410000
9453,0.660000
8078,0.200000
2356,0.340000
7595,0.770000
2195,0.320000
7633,0.960000
1259,0.520000
5214,0.530000
531,0.290000
2398,0.710000
5458,0.590000
2794,0.400000
153,0.050000
256,0.490000
8787,0.260000
4496,0.490000
9649,0.320000
461,0.220000
502,0.360000
529,0.320000
5529,0.270000
9391,0.750000
1032,0.880000
9896,0.340000
5557,0.820000
1836,0.110000
3476,0.300000
7104,0.390000
5480,0.730000
1717,0.640000
1333,0.710000
1806,0.190000
8297,0.470000
2806,0.020000
3407,0.300000
10518,0.440000
6043,0.560000
8857,0.890000
8456,0.410000
427,0.120000
4028,0.380000
1988,0.300000
7354,0.330000
2393,0.450000
452,0.350000
5445,0.400000
7637,0.820000
5486,0.410000
4175,0.250000
6068,0.520000
8968,0.260000
9384,0.850000
7470,0.570000
9319,0.610000
5817,0.720000
10294,0.780000
1313,0.240000
10181,0.300000
5269,0.340000
127,0.270000
989,0.850000
10234,0.250000
4799,0.880000
3834,0.400000
9206,0.610000
4753,0.490000
4437,0.530000
3520,0.540000
10124,0.280000
1318,0.370000
2055,0.410000
690,0.810000
1294,0.370000
6522,0.950000
4453,0.120000
624,0.310000
2863,0.960000
4922,0.540000
4120,0.230000
8164,0.370000
2317,0.180000
6058,0.390000
1428,0.570000
3577,0.580000
5811,0.610000
1430,0.860000
4488,0.390000
9634,0.820000
4482,0.850000
4580,0.660000
2571,0.370000
10499,0.880000
3932,0.260000
377,0.750000
5851,0.400000
6384,0.490000
6470,0.250000
8505,0.230000
4268,0.710000
10397,0.660000
4309,0.610000
1949,0.670000
2097,0.170000
9709,0.620000
4936,0.600000
4033,0.580000
3828,0.640000
8862,0.140000
374,0.670000
401,0.830000
10015,0.790000
7613,0.520000
4397,0.780000
2329,0.470000
4733,0.610000
1552,0.430000
2486,0.650000
940,0.580000
7118,0.960000
8060,0.820000
1550,0.510000
6202,0.500000
8980,0.910000
8162,0.890000
10066,0.750000
7981,0.200000
7336,0.980000
6277,0.450000
1670,0.840000
6007,0.320000
7832,0.820000
2612,0.520000
8320,0.770000
1779,0.740000
6107,0.170000
2537,0.650000
2726,0.790000
8717,0.500000
2201,0.440000
6276,0.230000
3293,0.350000
7907,0.700000
7321,0.240000
840,0.370000
1081,0.440000
8289,0.790000
343,0.410000
8184,0.250000
7166,0.310000
8805,0.720000
9407,0.350000
5573,0.270000
9330,0.680000
2215,0.480000
4105,0.080000
7699,0.300000
5850,0.650000
10228,0.800000
638,0.410000
5633,0.410000
5919,0.450000
4573,0.200000
7164,0.570000
5093,0.670000
9815,0.620000
8411,0.750000
8955,0.490000
9556,0.600000
7349,0.350000
8436,0.400000
2631,0.730000
2739,0.790000
3930,0.530000
6833,0.370000
9186,0.540000
3150,0.260000
8328,0.500000
4006,0.630000
3065,0.520000
3305,0.690000
2506,0.650000
9737,0.910000
5178,0.130000
9452,0.440000
10111,0.670000
1652,0.310000
10134,0.650000
7247,0.510000
4363,0.770000
1712,0.870000
4232,0.500000
5626,0.260000
3049,0.820000
5397,0.300000
8637,0.240000
8785,0.120000
4438,0.710000
1410,0.200000
6902,0.270000
187,0.460000
3883,0.390000
3988,0.290000
5620,0.200000
2904,0.380000
3926,0.340000
9020,0.440000
2947,0.360000
2364,0.570000
5291,0.850000
7078,0.380000
4477,0.320000
4333,0.630000
9247,0.480000
6957,0.290000
7281,0.440000
4012,0.430000
975,0.720000
8037,0.300000
10408,0.710000
2900,0.210000
6457,0.320000
9292,0.300000
2115,0.420000
9001,0.370000
8981,0.580000
6085,0.460000
49,0.370000
210,0.320000
1607,0.570000
5256,0.700000
3170,0.380000
147,0.440000
7627,0.720000
83,0.570000
3686,0.560000
5133,0.250000
935,0.010000
2875,0.740000
7277,0.140000
55,0.740000
1253,0.280000
3406,0.580000
2474,0.500000
8451,0.240000
7301,0.900000
8466,0.570000
7499,0.860000
4926,0.870000
9033,0.750000
3999,0.360000
1017,0.280000
947,0.580000
7798,0.460000
6280,0.320000
6393,0.540000
8056,0.240000
9003,0.320000
4481,0.150000
5134,0.540000
4804,0.670000
34,0.400000
5659,0.680000
4519,0.590000
6272,0.960000
765,0.470000
3752,0.480000
1753,0.220000
2123,0.150000
1802,0.370000
7678,0.550000
4547,0.400000
3793,0.300000
7453,0.470000
5330,0.460000
4093,0.690000
2362,0.340000
7116,0.270000
3135,0.560000
10536,0.270000
8484,0.370000
9002,0.430000
10204,0.380000
7570,0.360000
1275,0.790000
3630,0.460000
9096,0.510000
3475,0.370000
4818,0.300000
2019,0.100000
10402,0.580000
643,0.390000
9927,0.190000
2827,0.020000
288,0.550000
7886,0.640000
6584,0.880000
5554,0.800000
6329,0.500000
1233,0.750000
2541,0.470000
1150,0.320000
8459,0.790000
1814,0.610000
5564,0.650000
4306,0.550000
2144,0.240000
9792,0.300000
4634,0.340000
10084,0.630000
9847,0.550000
8510,0.610000
8921,0.880000
2509,0.830000
2111,0.640000
7505,0.830000
556,0.520000
9596,0.800000
1863,0.590000
8172,0.370000
8404,0.870000
3607,0.470000
7802,0.600000
3503,0.400000
5624,0.440000
331,0.310000
542,0.790000
9705,0.220000
3592,0.390000
5018,0.520000
5800,0.730000
8651,0.300000
7600,0.130000
9509,0.160000
5431,0.580000
7454,0.370000
8106,0.270000
3137,0.650000
702,0.710000
6287,0.680000
5657,0.310000
8027,0.280000
5350,0.420000
30,0.620000
2677,0.670000
3898,0.470000
9451,0.820000
9949,0.700000
8074,0.380000
6618,0.390000
8351,0.250000
7861,0.920000
8914,0.360000
9820,0.690000
9148,0.740000
1334,0.330000
1684,0.550000
6414,0.660000
6967,0.310000
1726,0.630000
9178,0.370000
6642,0.390000
1024,0.560000
6437,0.420000
7042,0.710000
5319,0.240000
4594,0.540000
3702,0.870000
4882,0.670000
4243,0.570000
4750,0.200000
5735,0.430000
1432,0.460000
7576,0.890000
7455,0.530000
5563,0.250000
2291,0.900000
5386,0.450000
8490,0.320000
2357,0.240000
5473,0.660000
7091,0.910000
2464,0.220000
2801,0.640000
6604,0.530000
2122,0.590000
4320,0.710000
1841,0.860000
8129,0.330000
3149,0.560000
10525,0.510000
1869,0.670000
8664,0.310000
1941,0.260000
5216,0.630000
7993,0.380000
7327,0.290000
4076,0.460000
6544,0.300000
3300,0.280000
9139,0.760000
6761,0.660000
2220,0.460000
5661,0.380000
1676,0.590000
1572,0.550000
9545,0.560000
212,0.870000
2498,0.570000
5758,0.400000
241,0.630000
7872,0.630000
10546,0.390000
9615,0.740000
882,0.510000
5753,0.500000
547,0.250000
10275,0.310000
7686,0.650000
6508,0.870000
4296,0.790000
6625,0.570000
404,0.560000
1289,0.220000
5239,0.520000
10261,0.510000
2649,0.500000
9886,0.530000
5341,0.050000
869,0.700000
5533,0.580000
1560,0.570000
9892,0.540000
1933,0.120000
5885,0.460000
7833,0.500000
7296,0.360000
7373,0.570000
8983,0.300000
5842,0.480000
2194,0.510000
132,0.600000
2659,0.420000
7896,0.340000
7887,0.500000
5745,0.750000
2409,0.640000
2253,0.500000
1434,0.660000
6946,0.500000
6510,0.470000
6982,0.570000
8999,0.520000
5170,0.590000
10158,0.310000
234,0.420000
9034,0.260000
3801,0.520000
3887,0.610000
10361,0.440000
5385,0.710000
6575,0.760000
3560,0.190000
2112,0.630000
4307,0.640000
8704,0.820000
10476,0.660000
4637,0.480000
2953,0.680000
1320,0.790000
3264,0.540000
7904,0.880000
9144,0.690000
4494,0.760000
4819,0.380000
3781,0.450000
3459,0.540000
5681,0.190000
6507,0.460000
3722,0.660000
398,0.270000
9377,0.410000
978,0.490000
3104,0.440000
2693,0.300000
3803,0.860000
9533,0.920000
1173,0.700000
10307,0.460000
10326,0.360000
5113,0.400000
1116,0.580000
10452,0.580000
8013,0.490000
6491,0.390000
9906,0.760000
7531,0.560000
102,0.490000
5233,0.620000
1661,0.920000
8280,0.430000
1000,0.570000
3743,0.940000
1501,0.770000
3809,0.630000
8647,0.860000
1959,0.150000
1690,0.450000
5498,0.600000
837,0.380000
8788,0.700000
4114,0.610000
1413,0.600000
6836,0.580000
4240,0.630000
1908,0.640000
5750,0.350000
10087,0.310000
2680,0.370000
4323,0.450000
4439,0.730000
8517,0.290000
933,0.840000
33,0.840000
4295,0.450000
3258,0.270000
7497,0.300000
9276,0.470000
9811,0.500000
3833,0.550000
7682,0.160000
1748,0.280000
3693,0.210000
3608,0.590000
10230,0.420000
5468,0.400000
10464,0.720000
6932,0.310000
3616,0.360000
9603,0.620000
10394,0.850000
5509,0.660000
3731,0.470000
5827,0.400000
10527,0.880000
7004,0.500000
3210,0.640000
59,0.690000
2660,0.680000
1909,0.350000
8569,0.700000
2862,0.280000
5966,0.360000
2639,0.260000
6838,0.730000
9527,0.370000
5345,0.880000
7702,0.690000
3242,0.450000
6516,0.290000
10412,0.440000
8213,0.570000
2598,0.750000
6193,0.310000
9593,0.660000
6646,0.960000
5388,0.330000
6413,0.340000
1540,0.250000
8660,0.420000
2999,0.210000
3194,0.270000
9437,0.820000
9473,0.270000
877,0.130000
9640,0.610000
4434,0.660000
8385,0.530000
2542,0.290000
3281,0.350000
7820,0.600000
1418,0.520000
6079,0.760000
3685,0.400000
9361,0.060000
3364,0.750000
7495,0.430000
8226,0.920000
8043,0.480000
9924,0.340000
6018,0.210000
3,0.470000
4592,0.660000
10125,0.630000
8900,0.610000
7028,0.680000
3419,0.620000
5514,0.260000
2770,0.400000
5007,0.730000
1931,0.280000
9768,0.590000
3337,0.490000
703,0.320000
6685,0.280000
6064,0.430000
1881,0.380000
4842,0.620000
8432,0.650000
3569,0.280000
9797,0.530000
2829,0.250000
3739,0.450000
2128,0.370000
2372,0.300000
3354,0.380000
3321,0.540000
8532,0.730000
1800,0.580000
2560,0.410000
3936,0.370000
2588,0.400000
4890,0.640000
8912,0.690000
6192,0.360000
8658,0.240000
5272,0.620000
10404,0.610000
2299,0.560000
9419,0.260000
3018,0.150000
8642,0.780000
6594,0.280000
8852,0.300000
9212,0.660000
7081,0.590000
8469,0.410000
1372,0.380000
2514,0.530000
2311,0.370000
5548,0.440000
9024,0.930000
10324,0.490000
7735,0.200000
1488,0.610000
9130,0.620000
2307,0.760000
2374,0.240000
10519,0.500000
10264,0.790000
9908,0.310000
1073,0.570000
118,0.640000
8884,0.630000
242,0.410000
6300,0.490000
5422,0.480000
899,0.560000
773,0.250000
70,0.780000
9249,0.410000
8847,0.740000
432,0.480000
468,0.820000
7830,0.760000
4642,0.270000
1782,0.750000
8683,0.530000
8551,0.330000
5224,0.410000
922,0.540000
757,0.820000
1101,0.610000
6804,0.090000
9266,0.670000
6487,0.370000
5627,0.210000
4972,0.620000
3596,0.910000
1420,0.650000
10209,0.270000
8629,0.630000
3147,0.900000
9821,0.560000
10377,0.610000
456,0.400000
9887,0.470000
8864,0.660000
5665,0.210000
1764,0.170000
9198,0.670000
7536,0.330000
991,0.350000
1537,0.610000
3450,0.740000
5663,0.460000
4221,0.340000
3350,0.620000
943,0.280000
3203,0.650000
1144,0.250000
2334,0.540000
7074,0.280000
10071,0.820000
7540,0.690000
4143,0.210000
6643,0.480000
1067,0.220000
6356,0.670000
8133,0.220000
108,0.520000
308,0.250000
7432,0.520000
2652,0.960000
4740,0.860000
7048,0.540000
490,0.520000
6808,0.400000
7990,0.550000
4460,0.320000
6803,0.780000
2414,0.350000
8085,0.270000
2031,0.740000
8476,0.710000
9840,0.680000
2853,0.370000
8114,0.520000
6245,0.770000
8918,0.080000
2621,0.560000
5344,0.380000
3775,0.130000
631,0.230000
10481,0.360000
8188,0.410000
9830,0.780000
5426,0.520000
6688,0.660000
4132,0.660000
588,0.830000
5600,0.570000
4743,0.130000
8711,0.360000
6039,0.710000
4576,0.550000
6941,0.630000
10202,0.540000
6632,0.550000
1079,0.530000
9642,0.460000
5401,0.520000
600,0.560000
4873,0.250000
5558,0.620000
483,0.420000
10378,0.540000
9004,0.420000
2809,0.810000
9542,0.790000
3215,0.540000
6924,0.170000
7213,0.530000
3105,0.580000
9771,0.570000
632,0.440000
3232,0.760000
1543,0.190000
2164,0.820000
4559,0.290000
9530,0.350000
2033,0.560000
2842,0.280000
4186,0.580000
4078,0.470000
8093,0.890000
7286,0.370000
7044,0.710000
9234,0.480000
8536,0.350000
307,0.520000
4382,0.910000
1350,0.460000
4632,0.530000
5639,0.420000
6445,0.290000
10511,0.190000
8601,0.610000
137,0.520000
2298,0.450000
8978,0.450000
7218,0.460000
856,0.290000
736,0.470000
7719,0.300000
3177,0.210000
2564,0.610000
3123,0.750000
4827,0.510000
6386,0.510000
708,0.850000
1414,0.690000
7190,0.630000
10298,0.320000
838,0.630000
10145,0.770000
3071,0.820000
5329,0.230000
462,0.460000
9809,0.260000
7279,0.530000
2707,0.420000
3671,0.940000
516,0.870000
10395,0.630000
8167,0.350000
2138,0.500000
5192,0.220000
1377,0.320000
1390,0.170000
1244,0.480000
8424,0.650000
205,0.640000
9592,0.540000
116,0.450000
8306,0.410000
7649,0.890000
9560,0.550000
2102,0.110000
10490,0.450000
97,0.420000
7618,0.630000
9413,0.150000
6148,0.400000
7147,0.640000
2430,0.840000
7539,0.710000
7475,0.770000
7796,0.670000
1582,0.480000
8454,0.230000
3164,0.600000
2375,0.680000
980,0.520000
10233,0.640000
2271,0.410000
7843,0.300000
6165,0.580000
3449,0.660000
8757,0.370000
9757,0.820000
6925,0.460000
6191,0.410000
6985,0.500000
9064,0.270000
2691,0.620000
657,0.220000
858,0.390000
6677,1.000000
642,0.420000
2627,0.280000
1569,0.870000
3674,0.310000
10095,0.380000
7423,0.480000
4993,0.510000
4983,0.030000
7070,0.460000
700,0.560000
2447,0.250000
2380,0.820000
8418,0.480000
1288,0.280000
9400,0.320000
8530,0.760000
784,0.400000
2969,0.370000
892,0.980000
5679,0.280000
4650,0.400000
994,0.590000
9751,0.370000
9462,0.520000
4958,0.770000
506,0.370000
4631,0.360000
4321,0.270000
5617,0.530000
7571,0.740000
6873,0.320000
7964,0.260000
4567,0.460000
7429,0.750000
3615,0.240000
8744,0.520000
1142,0.360000
6189,0.400000
3411,0.540000
9133,0.590000
5806,0.490000
2385,0.320000
801,0.390000
4672,0.280000
6530,0.480000
260,0.220000
6624,0.610000
2001,0.630000
8403,0.420000
4935,0.510000
7264,0.890000
9714,0.790000
5903,0.780000
3176,0.460000
7441,0.610000
